,05701001-0,05701002-9,05702001-6,05703001-1,05703002-K,05703003-8,05703004-6,05703006-2,05704002-5,05705001-2,05706001-8,05707002-1,05710001-K,05713001-6,05715001-7,05716001-2,05717003-4,05717005-0,05721001-K,05722001-5,05722002-3,05730002-7,05730003-5,05730005-1,05730008-6,05734001-0,05735001-6,05737002-5,05737005-K,05741001-9,05746001-6,05748001-7
1950-01-01,34.46615895395908,33.485748283583426,13.10000038146973,8.150000214576723,7.96999979019165,12.80000019073486,15.0,0.5507291664058963,77.4000015258789,12.875059697952448,17.824260290511933,44.89999961853027,123.0,3.3598889244927306,3.5759499706327915,14.5700982149973,7.630202115785718,16.449999809265137,2.549312472343445,1.5954473755861585,3.519999980926514,14.846547778648015,15.354065824475354,5.589399951696396,0.2766363660127602,0.3700000047683716,1.6617499772797932,16.59200792568797,0.3199999928474426,0.06627173893882529,5.12750007212162,28.20155510055359
1950-02-01,17.33443271632255,23.443067131210753,9.695000171661377,3.809999942779541,6.2200000286102295,10.849999904632565,11.349999904632565,0.40138636190782895,55.09999847412109,13.416161338183164,14.273159677278226,39.70000076293945,93.25,2.4210555719004736,3.898380994087174,9.088338554592656,10.472010116126844,9.920000076293947,1.5696999967098235,0.9308026299664849,2.8249999284744263,12.256621692470695,14.964515001733227,5.574733297030131,0.2404545422389426,0.4440000057220459,0.9119210596147337,12.641412857635205,3.700000047683716,0.04671111150334279,6.700933305422465,23.029358063557773
1950-03-01,9.21237804706434,23.211857513143855,0.654838457963569,2.6251530651370047,6.734999895095825,9.3100004196167,8.819999694824219,0.23502272435209967,45.47705384232478,9.54115648504704,8.804118933690685,30.80000019073486,82.04999923706055,2.4496249854564667,4.474904776329086,12.971004996240385,7.867519409849869,10.30000019073486,0.8903666694959005,0.7677631605612604,2.390000104904175,13.33637996643861,14.038252330452098,5.836399954557419,0.24400000339373945,0.4480000138282776,0.6908571450483232,13.540898639739883,3.289526754462906,0.03631914953919167,8.758679145033131,26.812643675762477
1950-04-01,16.648139116008444,2.4473449848874425,0.6064999997615814,,5.989999771118164,7.610000133514404,6.460000038146973,0.08323684192605708,24.85883639239007,8.509152646096508,3.7458541840314865,7.5333446802034665,54.79999923706055,2.601250007748604,3.964763399483801,6.1157451879009,11.045165063384037,19.600000381469727,0.4913333316644033,0.7101315773631397,1.8350000381469724,10.473497905721581,0.2702374764565634,3.882025552310648,0.17159090749919415,0.5180000066757202,0.6534523786533446,12.997168717384742,4.360000133514404,0.04745652150038792,12.5897427492522,17.98847559852515
1950-05-01,16.744370179884434,3.28711676532158,0.8320000171661377,1.4200000166893005,3.400000095367432,6.440000057220459,5.840000152587891,0.05740000009536743,31.107080644877364,7.060999941825867,2.114235780018183,15.0,45.0,2.3518750071525574,2.5835879622784033,11.908495810323991,0.0,35.29999923706055,0.3937142810651234,0.7454210449206201,2.900000095367432,9.149352056668311,7.758386474329198,4.829846360957075,0.23086363860321316,0.5180000066757202,0.6897380969354084,5.5798653235067635,9.93660536049126,0.06591304367074095,13.414140661184897,34.22187860098355
1950-06-01,14.168673694125552,1.8218012793343068,1.0449999570846553,1.3700000047683716,3.359999895095825,5.860000133514404,5.53000020980835,0.03700000047683716,35.69471367283705,6.810714239165897,2.474041667456428,15.49093763033549,41.0,2.28312499076128,1.850054386490098,27.285714149475098,8.042765009027354,26.899999618530273,0.34193333486715954,0.9766973651161319,2.0749999284744263,10.991559456713095,15.21045463735407,6.0602143704891205,0.4816363623619757,0.5180000066757202,1.0470476136321114,25.998214239165897,40.59999847412109,0.6234285732427117,20.7775234779035,35.842100335438964
1950-07-01,8.251428471412094,1.3652243236271289,1.070000052452087,1.2099999785423279,3.029999971389771,5.289999961853027,5.230000019073486,0.03700000047683716,27.25,5.0112154746935715,2.5409583312769732,9.970000267028809,37.0,4.021875061094761,4.121840433767684,9.131286325831834,20.889700071941768,21.70000076293945,0.3827333321173986,1.203473683250578,1.820000052452087,8.44339241380927,5.609260729300938,5.9910714668887,0.4025909119200977,0.4440000057220459,1.3673499926924706,14.759958403494405,11.5,1.6056458361563273,8.734874451002087,31.51575809738976
1950-08-01,11.438691259133211,0.18659674605191956,0.8910000026226044,1.409999966621399,2.369999885559082,5.159999847412109,5.199999809265137,0.03700000047683716,25.89999961853027,4.319424158661744,2.7574782799119535,9.84000015258789,34.5,4.5224999859929085,3.383421075971503,4.512812337971418,16.43990959472915,13.39999961853027,0.4056000014146169,1.2142051267318237,1.710000038146973,8.241029366642284,12.717469710987245,5.444266676902771,0.43681818390773103,0.5180000066757202,1.2215263137691899,17.3561059827874,29.29999923706055,0.2779999971389771,17.502000013987224,0.3910722232473596
1950-09-01,4.605601362002435,5.497211584104941,1.2549999952316284,1.5575000047683716,2.680000066757202,6.070000171661377,5.494999885559082,0.0620000014702479,17.587969320378964,6.690681777217171,3.4182826293551405,11.89999961853027,49.0,2.325437515974045,3.6079473958203665,12.54425758309869,11.782707254590402,34.35000038146973,0.5527666638294856,1.432065795910986,6.230000019073486,3.299817428797258,12.376091912343236,5.316833321253458,0.42349999613890593,0.5349999964237213,1.8598421051314002,20.027296621153297,21.5,2.0799999237060547,9.036409836859333,23.642270463599946
1950-10-01,11.536037752732675,11.943872792981766,1.5,2.106666684150696,2.819999933242798,6.78000020980835,6.050000190734863,0.1133333354567488,38.09999847412109,7.295712051354405,4.901708389321963,24.60000038146973,56.59999847412109,3.0222222208976746,2.5698870661523943,13.744054216218762,7.7643102792155805,12.0,0.797133332490921,1.9336410290919817,7.739999771118164,3.5306989540526703,6.098335135305815,4.881779192125359,0.4687727245671505,0.4440000057220459,3.388724999129772,17.84307141917805,3.319999933242798,0.3959999978542328,5.662572907871236,26.185628487660928
